country,year,iso_code,population,gdp
Saint Helena,2004,SHN,5664,
Saint Kitts and Nevis,2004,KNA,46602,
Saint Lucia,2004,LCA,164252,1.306.608.256.000
Saint Pierre and Miquelon,2004,SPM,6186,
Saint Vincent and the Grenadines,2004,VCT,112621,
Samoa,2004,WSM,188083,
Sao Tome and Principe,2004,STP,157714,370.949.152.000
Saudi Arabia,2004,SAU,23661804,691.927.973.888.000
Senegal,2004,SEN,10698699,23.766.556.672.000
Serbia,2004,SRB,7863399,64.033.292.288.000
Seychelles,2004,SYC,84733,1.140.079.488.000
Sierra Leone,2004,SLE,5533329,5.509.297.664.000
Singapore,2004,SGP,4270407,189.425.549.312.000
Slovakia,2004,SVK,5374932,88.408.940.544.000
Slovenia,2004,SVN,1996731,48.061.218.816.000
Solomon Islands,2004,SLB,471796,
Somalia,2004,SOM,10117359,
South Africa,2004,ZAF,48556064,420.863.967.232.000
South Korea,2004,KOR,47727288,1.281.243.873.280.000
Spain,2004,ESP,42959672,1.307.501.395.968.000
Sri Lanka,2004,LKA,19490434,120.199.782.400.000
Sudan,2004,SDN,28831556,
Suriname,2004,SUR,510588,
Sweden,2004,SWE,9004263,341.905.244.160.000
Switzerland,2004,CHE,7381153,355.558.785.024.000
Syria,2004,SYR,18084010,125.609.369.600.000
Taiwan,2004,TWN,22703098,672.471.777.280.000
Tajikistan,2004,TJK,6801206,15.391.066.112.000
Tanzania,2004,TZA,38360884,55.646.048.256.000
Thailand,2004,THA,65311164,726.679.355.392.000
Timor,2004,TLS,945993,
Togo,2004,TGO,5565213,6.257.432.576.000
Tonga,2004,TON,105054,
Trinidad and Tobago,2004,TTO,1361180,31.478.241.280.000
Tunisia,2004,TUN,10292230,86.232.260.608.000
Turkey,2004,TUR,67785080,957.900.849.152.000
Turkmenistan,2004,TKM,4819793,35.857.412.096.000
Turks and Caicos Islands,2004,TCA,22898,
Tuvalu,2004,TUV,9814,
Uganda,2004,UGA,27146082,37.411.397.632.000
Ukraine,2004,UKR,47261960,381.078.077.440.000
United Arab Emirates,2004,ARE,3993346,263.839.399.936.000
United Kingdom,2004,GBR,59995852,2.100.502.593.536.000
United States,2004,USA,293947872,14.227.881.328.640.000
United States Virgin Islands,2004,VIR,106758,
Uruguay,2004,URY,3313804,39.270.182.912.000
Uzbekistan,2004,UZB,26234924,133.131.264.000.000
Vanuatu,2004,VUT,212431,
Venezuela,2004,VEN,26226930,346.768.572.416.000
Vietnam,2004,VNM,82311232,286.642.536.448.000
Western Sahara,2004,ESH,325125,
Yemen,2004,YEM,20733406,90.567.983.104.000
Zambia,2004,ZMB,11188044,21.270.792.192.000
Zimbabwe,2004,ZWE,12160885,19.792.818.176.000
Afghanistan,2005,AFG,24411196,25.397.688.320.000
Albania,2005,ALB,3032636,20.781.076.480.000
Algeria,2005,DZA,32956690,326.854.475.776.000
American Samoa,2005,ASM,57277,
Angola,2005,AGO,19450962,51.967.275.008.000
Antarctica,2005,ATA,,
Antigua and Barbuda,2005,ATG,79879,
Argentina,2005,ARG,39070504,604.065.431.552.000
Armenia,2005,ARM,3047254,23.626.534.912.000
Aruba,2005,ABW,94495,
Australia,2005,AUS,20171732,840.554.577.920.000
Austria,2005,AUT,8227034,311.537.598.464.000
Azerbaijan,2005,AZE,8656243,64.019.197.952.000
Bahamas,2005,BHS,347815,
Bahrain,2005,BHR,901928,22.640.009.216.000
Bangladesh,2005,BGD,140912592,280.327.127.040.000
Barbados,2005,BRB,269489,3.466.246.144.000
Belarus,2005,BLR,9935166,123.858.051.072.000
Belgium,2005,BEL,10516979,380.849.782.784.000
Belize,2005,BLZ,280386,
Benin,2005,BEN,8149420,14.703.565.824.000
Bermuda,2005,BMU,62980,
Bhutan,2005,BTN,663332,
Bolivia,2005,BOL,9377395,40.332.390.400.000
Bosnia and Herzegovina,2005,BIH,4094297,32.159.545.344.000
Botswana,2005,BWA,1892819,17.874.606.080.000
Brazil,2005,BRA,186797344,2.127.880.912.896.000
British Virgin Islands,2005,VGB,23522,
Brunei,2005,BRN,366728,
Bulgaria,2005,BGR,7815221,91.870.126.080.000
Burkina Faso,2005,BFA,13876134,17.737.646.080.000
Burundi,2005,BDI,7388869,5.144.958.976.000
Cambodia,2005,KHM,13246588,28.450.983.936.000
Cameroon,2005,CMR,17275174,40.566.829.056.000
Canada,2005,CAN,32215914,1.311.262.900.224.000
Cape Verde,2005,CPV,492841,2.194.575.616.000
Cayman Islands,2005,CYM,46750,
Central African Republic,2005,CAF,4208845,3.745.739.008.000
Chad,2005,TCD,10005013,12.146.548.736.000
Chile,2005,CHL,16175315,276.230.012.928.000
China,2005,CHN,1304887552,8.602.940.080.128.000
Colombia,2005,COL,42220944,394.523.869.184.000
Comoros,2005,COM,592691,788.522.816.000
Congo,2005,COG,3672845,17.078.566.912.000
Cook Islands,2005,COK,15168,
Costa Rica,2005,CRI,4315894,43.440.771.072.000
Cote d'Ivoire,2005,CIV,18970216,46.182.465.536.000
Croatia,2005,HRV,4429687,71.536.394.240.000
Cuba,2005,CUB,11246113,53.114.044.416.000
Cyprus,2005,CYP,1037070,22.703.857.664.000
Czechia,2005,CZE,10280122,225.438.384.128.000
Democratic Republic of Congo,2005,COD,56550244,30.164.654.080.000
Denmark,2005,DNK,5436314,229.050.957.824.000
Djibouti,2005,DJI,830863,1.416.452.224.000
Dominica,2005,DMA,68686,482.222.496.000
Dominican Republic,2005,DOM,9164770,72.784.388.096.000
Ecuador,2005,ECU,13770015,112.806.723.584.000
Egypt,2005,EGY,79075312,599.346.511.872.000
El Salvador,2005,SLV,6037817,38.001.442.816.000
Equatorial Guinea,2005,GNQ,864740,20.168.024.064.000
Eritrea,2005,ERI,2831735,
Estonia,2005,EST,1354665,29.813.616.640.000
Eswatini,2005,SWZ,1071895,6.002.942.464.000
Ethiopia,2005,ETH,77469944,61.634.772.992.000
Faeroe Islands,2005,FRO,48315,
Falkland Islands,2005,FLK,3223,
Fiji,2005,FJI,874929,
Finland,2005,FIN,5246070,192.989.478.912.000
France,2005,FRA,60510080,2.238.357.176.320.000
French Guiana,2005,GUF,201271,
French Polynesia,2005,PYF,271069,
Gabon,2005,GAB,1458362,16.662.218.752.000
Gambia,2005,GMB,1660377,2.386.414.848.000
Georgia,2005,GEO,3961183,32.780.605.440.000
Germany,2005,DEU,81212168,2.983.874.265.088.000
Ghana,2005,GHA,22496952,50.453.082.112.000
Gibraltar,2005,GIB,29179,
Greece,2005,GRC,11113450,284.786.819.072.000
Greenland,2005,GRL,56909,
Grenada,2005,GRD,110268,
Guadeloupe,2005,GLP,403244,
Guam,2005,GUM,164448,
Guatemala,2005,GTM,13132818,80.887.496.704.000
Guinea,2005,GIN,9140112,10.059.821.056.000
Guinea-Bissau,2005,GNB,1379714,1.653.070.464.000
Guyana,2005,GUY,759713,
Haiti,2005,HTI,9111901,13.245.369.344.000
Honduras,2005,HND,7564615,27.704.981.504.000
Hong Kong,2005,HKG,6936872,256.420.806.656.000
Hungary,2005,HUN,10073533,182.948.364.288.000
Iceland,2005,ISL,297037,11.236.789.248.000
India,2005,IND,1154638720,3.709.371.154.432.000
Indonesia,2005,IDN,228805152,1.467.344.879.616.000
Iran,2005,IRN,70182592,919.502.782.464.000
Iraq,2005,IRQ,28698688,180.541.587.456.000
Ireland,2005,IRL,4121220,204.428.607.488.000
Israel,2005,ISR,6714119,173.480.329.216.000
Italy,2005,ITA,58199876,2.022.361.923.584.000
Jamaica,2005,JAM,2676868,19.174.920.192.000
Japan,2005,JPN,127798376,4.456.733.736.960.000
Jordan,2005,JOR,5678541,52.009.521.152.000
Kazakhstan,2005,KAZ,15656255,240.091.856.896.000
Kenya,2005,KEN,35843016,77.598.875.648.000
Kiribati,2005,KIR,98181,
Kuwait,2005,KWT,2235409,146.114.084.864.000
Kyrgyzstan,2005,KGZ,5193112,17.942.169.600.000
Laos,2005,LAO,5852969,17.208.610.816.000
Latvia,2005,LVA,2233165,38.221.836.288.000
Lebanon,2005,LBN,4643052,52.444.897.280.000
Lesotho,2005,LSO,1977428,3.870.538.496.000
Liberia,2005,LBR,3266326,2.369.891.584.000
Libya,2005,LBY,5837994,94.523.187.200.000
Lithuania,2005,LTU,3373536,54.504.800.256.000
Luxembourg,2005,LUX,464868,24.847.697.920.000
Macao,2005,MAC,488628,
Madagascar,2005,MDG,18792174,23.144.978.432.000
Malawi,2005,MWI,12755647,12.058.077.184.000
Malaysia,2005,MYS,25923540,397.908.672.512.000
Maldives,2005,MDV,307023,
Mali,2005,MLI,13180556,16.700.208.128.000
Malta,2005,MLT,410217,8.894.058.496.000
Martinique,2005,MTQ,400375,
Mauritania,2005,MRT,3012363,6.728.916.992.000
Mauritius,2005,MUS,1258050,18.300.743.680.000
Mexico,2005,MEX,105442400,1.427.076.808.704.000
Micronesia (country),2005,FSM,110957,
Moldova,2005,MDA,4001380,16.157.469.696.000
Mongolia,2005,MNG,2559258,12.547.451.904.000
Montenegro,2005,MNE,632885,5.587.145.728.000
Montserrat,2005,MSR,4717,
Morocco,2005,MAR,30431898,173.624.639.488.000
Mozambique,2005,MOZ,20211124,20.658.225.152.000
Myanmar,2005,MMR,47724472,142.039.121.920.000
Namibia,2005,NAM,1962874,14.023.657.472.000
Nauru,2005,NRU,10337,
Nepal,2005,NPL,26285112,46.375.899.136.000
Netherlands,2005,NLD,16261834,663.883.939.840.000
Netherlands Antilles,2005,ANT,295966,
New Caledonia,2005,NCL,242147,
New Zealand,2005,NZL,4132782,123.645.493.248.000
Nicaragua,2005,NIC,5454680,17.753.884.672.000
Niger,2005,NER,13855225,9.808.796.672.000
Nigeria,2005,NGA,140490720,481.805.860.864.000
Niue,2005,NIU,1881,
North Korea,2005,PRK,24100980,42.708.226.048.000
North Macedonia,2005,MKD,2078667,18.483.240.960.000
Northern Mariana Islands,2005,MNP,69045,
Norway,2005,NOR,4623691,314.925.252.608.000
Oman,2005,OMN,2515202,74.672.898.048.000
Pakistan,2005,PAK,174372096,641.139.081.216.000
Palestine,2005,PSE,3541198,15.962.718.208.000
Panama,2005,PAN,3305875,35.933.065.216.000
Papua New Guinea,2005,PNG,6498828,
Paraguay,2005,PRY,5476881,35.459.264.512.000
Peru,2005,PER,28147260,194.913.484.800.000
Philippines,2005,PHL,86261248,424.650.342.400.000
Poland,2005,POL,38575912,600.855.150.592.000
Portugal,2005,PRT,10523314,254.497.210.368.000
Puerto Rico,2005,PRI,3805560,122.355.752.960.000
Qatar,2005,QAT,848718,62.263.799.808.000
Reunion,2005,REU,833664,
Romania,2005,ROU,21092264,237.715.210.240.000
Russia,2005,RUS,143800048,2.320.883.253.248.000
Rwanda,2005,RWA,9026297,10.465.366.016.000
Saint Helena,2005,SHN,5557,
Saint Kitts and Nevis,2005,KNA,46752,
Saint Lucia,2005,LCA,165394,1.321.769.088.000
Saint Pierre and Miquelon,2005,SPM,6135,
Saint Vincent and the Grenadines,2005,VCT,112056,
Samoa,2005,WSM,188634,
Sao Tome and Principe,2005,STP,161697,400.193.568.000
Saudi Arabia,2005,SAU,24397652,770.496.462.848.000
Senegal,2005,SEN,10974066,24.954.050.560.000
Serbia,2005,SRB,7830944,69.008.318.464.000
Seychelles,2005,SYC,85907,1.274.495.360.000
Sierra Leone,2005,SLE,5683338,5.761.186.816.000
Singapore,2005,SGP,4344645,205.871.267.840.000
Slovakia,2005,SVK,5376251,94.173.028.352.000
Slovenia,2005,SVN,2004780,49.771.966.464.000
Solomon Islands,2005,SLB,482496,
Somalia,2005,SOM,10467294,
South Africa,2005,ZAF,49017156,451.561.291.776.000
South Korea,2005,KOR,47889576,1.322.354.606.080.000
Spain,2005,ESP,43685372,1.365.024.047.104.000
Sri Lanka,2005,LKA,19673866,126.997.200.896.000
Sudan,2005,SDN,29540584,
Suriname,2005,SUR,516228,
Sweden,2005,SWE,9051739,354.498.740.224.000
Switzerland,2005,CHE,7428437,373.064.302.592.000
Syria,2005,SYR,18583556,129.115.660.288.000
Taiwan,2005,TWN,22796312,706.377.285.632.000
Tajikistan,2005,TJK,6929153,16.469.403.648.000
Tanzania,2005,TZA,39439508,60.800.811.008.000
Thailand,2005,THA,65821360,752.297.639.936.000
Timor,2005,TLS,969318,
Togo,2005,TGO,5711605,6.399.681.536.000
Tonga,2005,TON,105644,
Trinidad and Tobago,2005,TTO,1369078,32.955.092.992.000
Tunisia,2005,TUN,10388349,89.804.308.480.000
Turkey,2005,TUR,68704712,1.046.618.898.432.000
Turkmenistan,2005,TKM,4885780,41.000.558.592.000
Turks and Caicos Islands,2005,TCA,24019,
Tuvalu,2005,TUV,9933,
Uganda,2005,UGA,27946586,40.921.112.576.000
Ukraine,2005,UKR,46912616,399.366.225.920.000
United Arab Emirates,2005,ARE,4280995,300.624.052.224.000
United Kingdom,2005,GBR,60383740,2.160.945.659.904.000
United States,2005,USA,296842656,14.703.731.408.896.000
United States Virgin Islands,2005,VIR,106499,
Uruguay,2005,URY,3317666,41.988.071.424.000
Uzbekistan,2005,UZB,26573428,140.235.915.264.000
Vanuatu,2005,VUT,217642,
Venezuela,2005,VEN,26668790,384.106.692.608.000
Vietnam,2005,VNM,83142096,307.221.168.128.000
Western Sahara,2005,ESH,339195,
Yemen,2005,YEM,21320676,95.631.917.056.000
Zambia,2005,ZMB,11564874,23.506.923.520.000
Zimbabwe,2005,ZWE,12224758,18.444.447.744.000
Afghanistan,2006,AFG,25442946,28.704.401.408.000
Albania,2006,ALB,3003391,22.124.285.952.000
Algeria,2006,DZA,33435082,345.705.349.120.000
American Samoa,2006,ASM,56857,
Angola,2006,AGO,20162338,66.748.907.520.000
Antarctica,2006,ATA,,
Antigua and Barbuda,2006,ATG,80909,
Argentina,2006,ARG,39476856,655.699.017.728.000
Armenia,2006,ARM,3026490,25.937.829.888.000
Aruba,2006,ABW,95621,
Australia,2006,AUS,20467032,868.838.998.016.000
Austria,2006,AUT,8267771,323.263.922.176.000
Azerbaijan,2006,AZE,8763353,87.026.458.624.000
Bahamas,2006,BHS,352672,
Bahrain,2006,BHR,970986,25.959.809.024.000
Bangladesh,2006,BGD,142628832,303.335.342.080.000
Barbados,2006,BRB,270436,3.622.055.424.000
Belarus,2006,BLR,9874700,134.674.022.400.000
Belgium,2006,BEL,10582970,390.897.631.232.000
Belize,2006,BLZ,288745,
Benin,2006,BEN,8402635,15.130.030.080.000
Bermuda,2006,BMU,63096,
Bhutan,2006,BTN,673273,
Bolivia,2006,BOL,9542663,42.381.266.944.000
Bosnia and Herzegovina,2006,BIH,4058086,33.580.218.368.000
Botswana,2006,BWA,1928714,19.803.983.872.000
Brazil,2006,BRA,188820688,2.239.747.850.240.000
British Virgin Islands,2006,VGB,24344,
Brunei,2006,BRN,372814,
Bulgaria,2006,BGR,7766040,98.526.781.440.000
Burkina Faso,2006,BFA,14316247,18.406.715.392.000
Burundi,2006,BDI,7658194,5.422.210.048.000
Cambodia,2006,KHM,13477781,30.787.633.152.000
Cameroon,2006,CMR,17751338,42.544.930.816.000
Canada,2006,CAN,32531864,1.349.429.624.832.000
Cape Verde,2006,CPV,498895,2.457.336.064.000
Cayman Islands,2006,CYM,48199,
Central African Republic,2006,CAF,4294352,3.921.727.744.000
Chad,2006,TCD,10365620,12.214.650.880.000
Chile,2006,CHL,16334573,291.801.038.848.000
China,2006,CHN,1313086592,9.489.543.593.984.000
Colombia,2006,COL,42772912,420.866.916.352.000
Comoros,2006,COM,604664,888.321.664.000
Congo,2006,COG,3813325,18.567.819.264.000
Cook Islands,2006,COK,15225,
Costa Rica,2006,CRI,4378170,46.517.063.680.000
Cote d'Ivoire,2006,CIV,19394062,48.080.166.912.000
Croatia,2006,HRV,4417562,76.142.043.136.000
Cuba,2006,CUB,11260636,61.018.247.168.000
Cyprus,2006,CYP,1055445,23.948.568.576.000
Czechia,2006,CZE,10304822,244.024.344.576.000
Democratic Republic of Congo,2006,COD,58381636,32.708.308.992.000
Denmark,2006,DNK,5457863,239.379.202.048.000
Djibouti,2006,DJI,846957,1.590.366.848.000
Dominica,2006,DMA,68761,513.632.256.000
Dominican Republic,2006,DOM,9284169,81.940.078.592.000
Ecuador,2006,ECU,14009064,118.595.035.136.000
Egypt,2006,EGY,80629664,649.072.410.624.000
El Salvador,2006,SLV,6034439,40.054.317.056.000
Equatorial Guinea,2006,GNQ,905425,21.346.957.312.000
Eritrea,2006,ERI,2880094,
Estonia,2006,EST,1346711,32.350.019.584.000
Eswatini,2006,SWZ,1077747,6.319.745.024.000
Ethiopia,2006,ETH,79691056,67.217.117.184.000
Faeroe Islands,2006,FRO,48338,
Falkland Islands,2006,FLK,3238,
Fiji,2006,FJI,883096,
Finland,2006,FIN,5266249,200.964.489.216.000
France,2006,FRA,60919152,2.296.438.063.104.000
French Guiana,2006,GUF,207885,
French Polynesia,2006,PYF,274908,
Gabon,2006,GAB,1502540,17.083.860.992.000
Gambia,2006,GMB,1711297,2.432.257.536.000
Georgia,2006,GEO,3933866,35.705.843.712.000
Germany,2006,DEU,81177816,3.129.394.593.792.000
Ghana,2006,GHA,23098590,53.573.709.824.000
Gibraltar,2006,GIB,29613,
Greece,2006,GRC,11106097,303.593.193.472.000
Greenland,2006,GRL,56835,
Grenada,2006,GRD,111006,
Guadeloupe,2006,GLP,400934,
Guam,2006,GUM,164689,
Guatemala,2006,GTM,13412401,85.203.984.384.000
Guinea,2006,GIN,9330632,10.279.821.312.000
Guinea-Bissau,2006,GNB,1414094,1.701.900.928.000
Guyana,2006,GUY,758376,
Haiti,2006,HTI,9266293,13.759.840.256.000
Honduras,2006,HND,7745204,29.769.398.272.000
Hong Kong,2006,HKG,6960600,272.324.296.704.000
Hungary,2006,HUN,10057063,193.865.269.248.000
Iceland,2006,ISL,304086,11.753.620.480.000
India,2006,IND,1172373760,4.024.058.511.360.000
Indonesia,2006,IDN,231797424,1.555.183.173.632.000
Iran,2006,IRN,71275768,1.006.243.938.304.000
Iraq,2006,IRQ,28905614,203.390.877.696.000
Ireland,2006,IRL,4234809,218.886.733.824.000
Israel,2006,ISR,6832082,182.781.509.632.000
Italy,2006,ITA,58429904,2.077.408.362.496.000
Jamaica,2006,JAM,2689658,19.747.219.456.000
Japan,2006,JPN,127902168,4.517.298.438.144.000
Jordan,2006,JOR,6075550,57.027.649.536.000
Kazakhstan,2006,KAZ,15822751,267.206.115.328.000
Kenya,2006,KEN,36925260,83.653.541.888.000
Kiribati,2006,KIR,100095,
Kuwait,2006,KWT,2363417,166.329.810.944.000
Kyrgyzstan,2006,KGZ,5246785,18.316.494.848.000
Laos,2006,LAO,5946597,17.176.979.456.000
Latvia,2006,LVA,2203917,42.441.265.152.000
Lebanon,2006,LBN,4719874,54.750.392.320.000
Lesotho,2006,LSO,1976787,3.946.096.640.000
Liberia,2006,LBR,3455400,2.547.129.088.000
Libya,2006,LBY,5973372,108.872.966.144.000
Lithuania,2006,LTU,3322937,58.536.325.120.000
Luxembourg,2006,LUX,472402,26.033.442.816.000
Macao,2006,MAC,501870,
Madagascar,2006,MDG,19350302,24.668.766.208.000
Malawi,2006,MWI,13118309,12.575.064.064.000
Malaysia,2006,MYS,26509416,423.206.289.408.000
Maldives,2006,MDV,314411,
Mali,2006,MLI,13623541,17.320.427.520.000
Malta,2006,MLT,411204,9.060.388.864.000
Martinique,2006,MTQ,395559,
Mauritania,2006,MRT,3081228,8.166.141.440.000
Mauritius,2006,MUS,1264777,18.854.696.960.000
Mexico,2006,MEX,106886792,1.510.627.082.240.000
Micronesia (country),2006,FSM,110317,
Moldova,2006,MDA,3942748,16.628.243.456.000
Mongolia,2006,MNG,2581245,14.288.905.216.000
Montenegro,2006,MNE,632551,6.395.709.440.000
Montserrat,2006,MSR,4756,
Morocco,2006,MAR,30833024,187.290.255.360.000
Mozambique,2006,MOZ,20735990,20.951.971.840.000
Myanmar,2006,MMR,48088276,158.028.611.584.000
Namibia,2006,NAM,1986568,15.036.091.392.000
Nauru,2006,NRU,10318,
Nepal,2006,NPL,26518974,48.016.625.664.000
Netherlands,2006,NLD,16325679,691.219.595.264.000
Netherlands Antilles,2006,ANT,299080,
New Caledonia,2006,NCL,245647,
New Zealand,2006,NZL,4179986,127.255.027.712.000
Nicaragua,2006,NIC,5529811,18.819.405.824.000
Niger,2006,NER,14365171,10.381.911.040.000
Nigeria,2006,NGA,144329760,527.646.261.248.000
Niue,2006,NIU,1857,
North Korea,2006,PRK,24235764,42.264.170.496.000
North Macedonia,2006,MKD,2081081,19.516.264.448.000
Northern Mariana Islands,2006,MNP,66078,
Norway,2006,NOR,4661081,332.397.084.672.000
Oman,2006,OMN,2560652,84.269.957.120.000
Pakistan,2006,PAK,178069984,685.964.984.320.000
Palestine,2006,PSE,3627671,14.923.433.984.000
Panama,2006,PAN,3368577,39.099.564.032.000
Papua New Guinea,2006,PNG,6708217,
Paraguay,2006,PRY,5534682,37.279.473.664.000
Peru,2006,PER,28381080,210.148.982.784.000
Philippines,2006,PHL,87901832,450.316.369.920.000
Poland,2006,POL,38547180,644.043.374.592.000
Portugal,2006,PRT,10543946,259.465.101.312.000
Puerto Rico,2006,PRI,3791559,122.502.586.368.000
Qatar,2006,QAT,1015064,86.333.710.336.000
Reunion,2006,REU,845371,
Romania,2006,ROU,20909406,267.838.078.976.000
Russia,2006,RUS,143338672,2.565.919.997.952.000
Rwanda,2006,RWA,9270073,11.146.534.912.000
Saint Helena,2006,SHN,5448,
Saint Kitts and Nevis,2006,KNA,46900,
Saint Lucia,2006,LCA,166476,1.443.383.680.000
Saint Pierre and Miquelon,2006,SPM,6105,
Saint Vincent and the Grenadines,2006,VCT,111443,
Samoa,2006,WSM,189384,
Sao Tome and Principe,2006,STP,165739,436.915.680.000
Saudi Arabia,2006,SAU,25382870,835.772.416.000.000
Senegal,2006,SEN,11263389,25.426.415.616.000
Serbia,2006,SRB,7794792,74.031.546.368.000
Seychelles,2006,SYC,87110,1.430.092.032.000
Sierra Leone,2006,SLE,5809778,6.009.264.128.000
Singapore,2006,SGP,4486581,226.597.797.888.000
Slovakia,2006,SVK,5377239,101.914.034.176.000
Slovenia,2006,SVN,2013577,52.362.579.968.000
Solomon Islands,2006,SLB,493438,
Somalia,2006,SOM,10784978,
South Africa,2006,ZAF,49491764,485.980.667.904.000
South Korea,2006,KOR,48049348,1.381.281.431.552.000
Spain,2006,ESP,44422824,1.434.224.295.936.000
Sri Lanka,2006,LKA,19870706,136.077.287.424.000
Sudan,2006,SDN,30332970,
Suriname,2006,SUR,522035,
Sweden,2006,SWE,9104724,372.237.959.168.000
Switzerland,2006,CHE,7475014,395.138.629.632.000
Syria,2006,SYR,19432012,131.435.757.568.000
Taiwan,2006,TWN,22874972,743.466.663.936.000
Tajikistan,2006,TJK,7057425,17.531.570.176.000
Tanzania,2006,TZA,40562056,65.321.259.008.000
Thailand,2006,THA,66319528,784.687.300.608.000
Timor,2006,TLS,994573,
Togo,2006,TGO,5874244,6.714.729.472.000
Tonga,2006,TON,106202,
Trinidad and Tobago,2006,TTO,1376932,36.774.965.248.000
Tunisia,2006,TUN,10483560,95.016.263.680.000
Turkey,2006,TUR,69601328,1.128.341.831.680.000
Turkmenistan,2006,TKM,4954032,46.020.567.040.000
Turks and Caicos Islands,2006,TCA,25152,
Tuvalu,2006,TUV,10054,
Uganda,2006,UGA,28773230,43.572.248.576.000
Ukraine,2006,UKR,46592552,436.786.692.096.000
United Arab Emirates,2006,ARE,4898956,359.086.686.208.000
United Kingdom,2006,GBR,60803700,2.212.969.054.208.000
